"storyID","storytitle","storyContent","storyLatitude","storyLongitude","storyCountry","participantID"
"693","Capacites"," Salut voie du 19e arrondissement de Paris, France [https://www.wikidata.org/wiki/Q21098665]","48.8588377","2.2069771","France","P19"
"660","Fonte Luminosa-Alameda","A fonte luminosa...","38.7436390682911","-9.13856506347656","Portugal","L23"
"657","Church of momos"," Momos steamed not frito Greek astronomer [https://www.wikidata.org/wiki/Q312817] sculpture by Sylvie Sandjian [https://www.wikidata.org/wiki/Q3149973] French engineer (1925-2005) [https://www.wikidata.org/wiki/Q1685711]","38.7252289317394","-9.13597270204778","Portugal","L22"
"597","Le marchand de glaces ","À vrai dire, je suis né dans le quartier Charles Hermite et j’y ai toujours vécu. Ça fait 65 ans.
Tout ma famille a travaillé à l’hôpital Claude Bernard. Ma grand-mère était cantinière, ma maman qui était laborantine et ma sœur jumelle était infirmière jusqu’à la fermeture de l’hôpital et de sa destruction.&nbsp;<div><br></div><div>J’ai connu les entrepôts sur le Boulevard Macdonald et le Boulevard Ney. Je me rappelle d’un marchand de glace qui avait un triporteur on le surnommait « banane », c’était dû à la couleur de son triporteur qui était jaune. Il venait à peu près tous les jours. Et nous, pratiquement tous les jours on construisait des cabanes, parce qu’on était un peu livrés à nous même, personne ne nous comprenait. On y passait notre temps. Je parle de ça, c’était avant le périphérique bien entendu, c’était un terrain qui allait jusqu’à Saint Denis.&nbsp;

</div><div><br></div><div>Quand on était jeune on ne savait pas quoi faire, on n’avait pas de télé ni toutes ces consoles on était plutôt dans la rue où l’on jouait à des jeux. 

On s’inventait nos propres jeux, ne serait-ce que d’aller au canal de faire des concours dans les caniveaux avec des bouchons de lièges…ces trucs de jeunes quoi… comme cogner aux portes, tout le monde le faisait à cette époque-là. On péchait également des écrevisses dans le canal, maintenant je ne sais pas si on pourrait le faire vu la qualité de l’eau. &nbsp;<br></div>","48.8987573589237","2.37034626665449","France","P15"
"483","Ouverture du centre social Rosa Parks","<p class=""MsoNormal"" style=""margin: 0cm; font-size: 12pt; font-family: &quot;Liberation Serif&quot;; color: rgb(0, 0, 0);""><span style=""font-size: 12pt; text-align: justify;"">1er décembre 2016, 61 ans après que Rosa Parks eut refusé de se lever de son siège de bus à Montgomery aux États-Unis, le centre social et culturel Rosa Parks, dans le quartier du même nom à Paris, était inauguré après une mobilisation de quatre ans des habitants pionniers. En présence d’Euzhan Palcy, réalisatrice française oscarisée et militante pour l’égalité, il s’agissait d’évoquer l’héritage de Rosa Parks, de rappeler que, comme elle, nous pouvions humblement par des gestes individuels simples et une mobilisation collective, changer notre quotidien, notre ville, notre vie.</span></p><p class=""MsoNormal"" style=""margin: 0cm; font-size: 12pt; font-family: &quot;Liberation Serif&quot;; color: rgb(0, 0, 0); text-align: justify;""><o:p></o:p></p><p class=""MsoNormal"" style=""margin: 0cm; font-size: 12pt; font-family: &quot;Liberation Serif&quot;; color: rgb(0, 0, 0);""><o:p>&nbsp;</o:p></p><p class=""MsoNormal"" style=""margin: 0cm; font-size: 12pt; font-family: &quot;Liberation Serif&quot;; color: rgb(0, 0, 0); text-align: justify;"">Après l’inauguration officielle du premier décembre avec les financeurs et les partenaires, l’inauguration populaire a eu lieu le samedi 3 décembre. Afin d’ouvrir enfin l’espace aux habitants, nous avions proposé la création de fresques artistiques par Da Cruz et Jordan Saget, une exposition et un studio pour devenir Rosa Parks le temps d’une photo, des jeux coopératifs pour tous les âges, un concert, des projections… Autant d’activités qui pouvaient montrer ce que pourrait être le centre dans les prochaines années. Ces animations se sont prolongées jusqu’au 23 décembre par des soirées débats et des soirées littéraires autour des questions de diversité, de lutte contre les discriminations, de culture pour commencer à faire vivre le centre.<o:p></o:p></p><p class=""MsoNormal"" style=""margin: 0cm; font-size: 12pt; font-family: &quot;Liberation Serif&quot;; color: rgb(0, 0, 0); text-align: justify;""><o:p>&nbsp;</o:p></p><p class=""MsoNormal"" style=""margin: 0cm; font-size: 12pt; font-family: &quot;Liberation Serif&quot;; color: rgb(0, 0, 0); text-align: justify;"">Puis en janvier, une fois l’agitation retombée, dans les grands locaux à nouveau vides, froids mais pleins d’envies et de promesses, tout restait à construire.<o:p></o:p></p>","48.8984989022784","2.37159848213196","France","P8"
"166","A Bica de dentro","A Rua da Bica de Duarte Belo é famosa entre nativos/as e estrangeiros/as por ser o ponto turístico onde encontramos o ""Elevador (ou Ascensor) da Bica"".  De dentro da bica, podemos ver os/as residentes e comerciantes seguindo a sua vida com tranquilidade sob os olhares curiosos para ver aquela pequena caixinha centenária a se movimentar para cima e para baixo desde 1892.  A rua da bica à noite, por outro lado, é um movimentado e diversificado ponto de encontro, em que podemos ouvir músicas diversas, pessoas a rir e a se divertirem sob o luar lisboeta.  O ""elevador da bica"" é um ponto muito cativo, pois passo por ele todos os dias durante o caminho até o trabalho. ","38.70977360804","-9.14627941092476","Portugal","L1"
"614","La Croix de l'Évangile","Il faut savoir que ce carrefour existe depuis plus de 500 ans au milieu des champs car à l'époque c'était la campagne.&nbsp;<div><br></div><div>Très vite, c'est devenu un lieu de pèlerinage, de procession notamment entre l'église Saint Denis de la Chapelle jusqu'à Aubervilliers.  Et à la révolution, elle va être détruite et elle a été reconstruite sous l'Empire en 1808.</div><div><br></div><div>Il y aura un autre changement très important au milieu du 19e siècle en 1860 avec notamment l'évolution du chemin de fer et la création de la ligne Paris-Meaux. Donc elle a été déplacée de quelques mètres puisqu'il fallait dégager de la place pour les travaux de la voie ferrée.&nbsp;</div><div><br></div><div>Elle a eu un rôle dans l'imaginaire puisqu’un cinéaste comme Marcel Carné l'a utilisée comme décor dans son film Les Portes de la nuit. Il y a eu des photographes comme Robert Doisneau en 1949 qui a photographié une actrice, Nicole Courcel. Et puis des écrivains, Marcel Aymé, dans une nouvelle qui s'appelle La rue de l'Évangile.&nbsp;</div><div><br></div><div>Ça peut paraître aujourd'hui un objet insolite, c'est une croix. Et ça a été la seule qui a été reconstruite au début du 19e siècle. Cette croix reste un lieu, non pas de pèlerinage, mais de dévotion pour un certain nombre de parisiens qui passent par là.</div><div><br></div>","48.895682168065","2.37103999458755","France","P18"
"606","La Forêt Linéaire","Quelque part entre la Terre décembre 2022 et le Ciel...

LA FORET LINEAIRE

Banquise pour les uns, forêt linéaire pour rester formel.
Elle commence à l’angle de la passerelle qui ramène au Millénaire. Après avoir, dépassé le cinéma, sur la droite, démarre la forêt

linéaire qui, quand vint la nuit se transforme en chemin de traverse.
On y trouve une réserve de variétés d’arbres, d’arbustes et d’imposants troncs déposés en vrac tels des mikados géants. Ce trait verdoyant parallèle au boulevard Macdonald n’est séparé du périphérique que par un mur et une butte.

Paris est bordé de deux bois, l’un à l’est et l’autre à l’ouest. Il est de coutume dès la tombée de la nuit, que la population diurne laisse place aux papillons de nuit qui viennent chercher l’aventure et bien plus encore... Les zones boisées à proximité de Paris, laissent place aux «mauvaises herbes» qui ont mauvaises réputations. C’est comme qui dirait une zone neutre, crasse, située entre la capitale et sa banlieue.

Dans cette parenthèse enchantée, on y vient pour s’encanailler, s’abandonner, assouvir des besoins singuliers et libérer ses démons...

La tradition parisienne veut que chaque arbre ou arbuste au-delà d’une hauteur d’un mètre devienne le théâtre de passes ou échanges pris sur le pouce.

Bien entendu, la forêt linéaire n’en démord pas !

Au bout du sentier, se trouve le quai du Lot qui longe le Canal St Denis. Cet endroit, je l’ai surnommé «la banquise», car ici nombreux sont les damnés de la terre en errance qui viennent y échouer. Les âmes s’usent tandis que la faune ruse et abuse.

IL N’Y A PAS D’ORCHESTRE, JUSTE UNE SYMPHONIE QUI FAIT FEU DE TOUT BOIS, LA VIE...

LA PORTE EST CLOSE !

Il fût un temps où cette forêt se prolongeait en camp de réfugiés. Le tiers-monde aux portes de Paris, telle une excroissance de Babel, ici, on y venait du Soudan, d’Erythrée, du Tchad, du Bénin, d’Afghanistan et d’ailleurs.

Durant cette cohabitation entre chiens et loups, on tentait de survivre par l’oublie, pour le petit gain, en échange de faveurs. Une caresse pour une bouchée de pain, un va et vient sur fond d’exotisme ou d’humanitaire.

Aujourd’hui, le camp n’est plus, mais la forêt a gardé ses fidèles, on y fume du crack, du cannabis, on y boit jusqu’à la noyade et on y consomme du sexe en contrebande.

Chaque arbre garde le secret d’un échange, quant au sol tantôt un buvard, tantôt une éponge sceptique, il absorbe les effluves, les larmes et les regrets aussi.

Ici, on ne prend pas racine, rien ne reste, si ce n’est les fantômes et les vestiges du bourdonnement nocturne.
Au matin, la flore peine à se remettre d’une nuit agitée. Elle retrouvera un semblant de paix jusqu’à la nuit prochaine.

LA PORTE EST CLOSE !<br>","48.8998128152728","2.37613677978516","France","P16"
"609","Les commerces d'antan","<div>Il est venu un marchand de vin et c'était très drôle parce qu’il y avait un système à poulie qui descendait à la cave. Après, il est venu un tabac et c’est resté un tabac tout simplement.&nbsp;</div><div><br></div><div>Nous avions un boucher, une boucherie. À côté c'était une grande crèmerie, il y avait vraiment de tout autant de la charcuterie que du fromage.&nbsp;&nbsp;</div><div><br></div><div>Il y avait une boulangerie qui est actuellement fermée. De l'autre côté, cela a toujours été une épicerie alors ça a été Goulet-Turpin puis Huit à 8. Au 24 Boulevard Ney, vous aviez un marchand de couleurs, à côté une charcuterie, de l'autre côté c'était la pharmacie et à côté c'était encore un marchand de vin. Alors c'était un marchand de vin et de charbon, il vendait du charbon du mazout.&nbsp;</div><div><br></div><div>En continuant, encore une boulangerie qui était bien, il fallait ça pour un grand quartier comme ça. Après la boulangerie, c'était un grand épicier. On traversait la rue c'était une autre boucherie après de l'autre côté de l'entrée de l'immeuble c'était un boucher de cheval. C'était petit mais il avait de la très bonne viande.&nbsp;</div><div><br></div><div>À côté c'était un coiffeur et à côté il y avait le Maggy qui vendait du lait et il y avait également un primeur.&nbsp;</div><div><br></div><div>En passant l'autre côté de la rue, il y avait une mercerie et une droguerie où on pouvait acheter de tout. C'était très varié, on pouvait y acheter une casserole, enfin tout ce qui est fait pour faire marcher la maison.</div><div><br></div><div>À l'heure actuelle, nous n'avons plus rien de tout ça. Il nous reste une boulangerie et une petite épicerie qui est toujours là. On avait vraiment tous les commerces, on pouvait vivre en autarcie parce qu'on n'avait pas besoin d'aller nulle part ailleurs.&nbsp;</div><div><br></div><div><br></div>","48.8987285748767","2.36935111098402","France","P17"
"560","Miradouro Santa Luzia","Uma certa tarde fui lanchar ao Basílico com a minha prima que tinha acabado de chegar de Londres e decidimos explorar a cidade de Lisboa. Começamos a andar, a andar, a andar, até que fomos parar ao Miradouro de Santa Luzia. 
Nós nunca haviamos estado lá, e nós ficamos absolutamente encantadas quando vimos a vista.
A vista é de facto de cortar a respiração. É definitivamente um dos miradouros mais incríveis da cidade de Lisboa. É lindo, é romântico, é encantador. 
Tem sempre lá artistas a tocar boa música, o que embeleza ainda mais a paisagem, que só por si já é maravilhosa.&nbsp;","38.7117320364182","-9.13015902042389","Portugal","L15"
